# Freiraum-Messung des XBandAbsorbers mit 15 und 150 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
8.97937, -0.24601, 0.14152, 0.00137, -3.05675E-4
8.9875, -0.24595, 0.14671, 0.0014, 9.99191E-5
8.99563, -0.23957, 0.14943, 0.00101, -2.90602E-5
9.00375, -0.23265, 0.14463, 0.0013, 1.0185E-4
9.01187, -0.23151, 0.13577, 0.00146, -8.13988E-5
9.02, -0.23865, 0.13019, 0.0016, -8.4278E-4
9.02812, -0.24609, 0.13231, 0.00165, -0.00114
9.03625, -0.24576, 0.1386, 0.00128, -0.00125
9.04438, -0.23983, 0.14214, 3.55778E-4, -0.00106
9.0525, -0.23495, 0.14074, 1.43214E-4, -0.0013
9.06062, -0.23219, 0.13703, -2.69063E-4, -5.96897E-4
9.06875, -0.23122, 0.13309, 1.87842E-4, -3.2141E-4
9.07687, -0.23369, 0.1306, 4.3975E-4, -2.48974E-7
9.085, -0.23782, 0.13357, 5.93297E-4, 3.46226E-4
9.09313, -0.23635, 0.13988, 6.03409E-4, -3.7118E-4
9.10125, -0.22996, 0.14193, 6.15991E-4, -5.03296E-4
9.10938, -0.22393, 0.13727, 9.06198E-4, -3.99559E-4
9.1175, -0.22539, 0.13034, 0.00112, 4.01766E-5
9.12562, -0.23076, 0.12888, 7.29584E-4, -7.50538E-4
9.13375, -0.23225, 0.13324, 4.14768E-4, -0.00103
9.14188, -0.22784, 0.13525, 9.80814E-5, -0.00147
9.15, -0.22361, 0.13145, -2.74325E-4, -9.49637E-4
9.15813, -0.22284, 0.12788, -1.19816E-4, -2.67254E-4
9.16625, -0.22367, 0.12892, -9.80008E-5, -2.93593E-4
9.17437, -0.22209, 0.12814, 5.44633E-4, -5.72164E-4
9.1825, -0.22199, 0.12625, 7.69824E-5, -5.59542E-4
9.19063, -0.22421, 0.12789, 2.21485E-4, 1.67304E-4
9.19875, -0.22151, 0.13182, 0.00139, 7.30562E-5
9.20688, -0.21485, 0.13194, 0.00116, -3.49699E-4
9.215, -0.21282, 0.12532, 7.55091E-4, -5.27623E-4
9.22312, -0.21612, 0.11821, 9.75961E-4, -0.00131
9.23125, -0.22305, 0.11743, 8.32592E-4, -0.00137
9.23938, -0.2268, 0.12319, -2.05185E-4, -0.00147
9.2475, -0.22358, 0.12963, -3.70771E-4, -8.80771E-4
9.25563, -0.21683, 0.13056, -6.13994E-4, -0.00135
9.26375, -0.21125, 0.12711, -4.92606E-4, -6.37505E-4
9.27187, -0.20781, 0.12404, -7.88526E-4, -4.51691E-4
9.28, -0.20602, 0.11997, -5.27798E-4, -9.75477E-5
9.28813, -0.20709, 0.11503, -2.81494E-4, -4.88013E-4
9.29625, -0.21107, 0.11383, -2.66357E-4, -4.26161E-4
9.30438, -0.21374, 0.1175, -4.70233E-5, -3.55841E-4
9.3125, -0.20965, 0.12276, 1.94058E-4, -1.754E-4
9.32062, -0.20373, 0.12073, 4.509E-4, -5.81472E-4
9.32875, -0.20218, 0.11573, 6.50923E-5, -6.17741E-4
9.33687, -0.20577, 0.11128, 1.07053E-5, -9.07583E-4
9.345, -0.21005, 0.11197, -1.52718E-4, -1.50778E-4
9.35313, -0.20968, 0.11597, -1.37005E-4, -1.13315E-4
9.36125, -0.20496, 0.11746, -4.72473E-4, -3.42457E-4
9.36937, -0.20104, 0.11418, -2.31473E-4, -3.54033E-4
9.3775, -0.20062, 0.11088, -3.94099E-4, -6.31472E-4
9.38562, -0.20108, 0.10957, -1.51831E-4, -5.56785E-5
9.39375, -0.20109, 0.10835, -3.42815E-4, -6.69304E-5
9.40188, -0.20233, 0.1073, -3.05094E-4, -1.70579E-4
9.41, -0.20286, 0.10982, 4.71797E-4, -2.28061E-4
9.41812, -0.19956, 0.113, 5.3206E-4, -4.0315E-4
9.42625, -0.19383, 0.11083, -1.23782E-5, -5.56167E-4
9.43437, -0.19222, 0.10404, 4.45786E-4, -6.67885E-4
9.4425, -0.19734, 0.09767, 3.48337E-4, -8.8609E-4
9.45063, -0.20703, 0.09843, -2.09571E-4, -6.77928E-4
9.45875, -0.21197, 0.10789, -8.90056E-4, -9.51176E-4
9.46687, -0.20604, 0.11949, -7.45931E-4, -3.58351E-4
9.475, -0.1914, 0.12199, -3.04215E-4, -9.33431E-5
9.48312, -0.1792, 0.1135, -2.50433E-4, -1.20032E-4
9.49125, -0.17562, 0.10159, 3.11932E-4, -1.13497E-4
9.49938, -0.18066, 0.0915, 5.15209E-5, -2.68115E-4
9.5075, -0.18966, 0.08881, -3.43005E-4, -6.38199E-6
9.51563, -0.19634, 0.09338, -1.97626E-4, -3.90403E-4
9.52375, -0.19488, 0.10067, 1.75595E-4, -5.00691E-4
9.53187, -0.18869, 0.10399, 1.41412E-4, -2.9638E-4
9.54, -0.18392, 0.1001, -1.21805E-4, -7.9653E-4
9.54813, -0.18409, 0.09459, 1.54008E-4, -8.21336E-4
9.55625, -0.18799, 0.09167, -3.60942E-4, -5.51784E-4
9.56438, -0.1914, 0.09358, -1.9209E-4, -7.01913E-4
9.5725, -0.19021, 0.09746, -7.15735E-5, -2.98765E-4
9.58062, -0.18556, 0.09845, -4.48822E-4, -3.14456E-4
9.58875, -0.18158, 0.09603, -8.34828E-4, -1.94741E-5
9.59688, -0.1801, 0.09271, -6.75372E-4, -1.57728E-4
9.605, -0.1797, 0.09082, -2.64849E-4, 2.94061E-4
9.61313, -0.17963, 0.08975, 2.17743E-4, 8.68845E-5
9.62125, -0.1807, 0.08881, -1.11903E-4, 3.20035E-4
9.62937, -0.18085, 0.09003, 2.98207E-4, -1.99696E-4
9.6375, -0.17884, 0.09045, -1.69536E-4, -4.59885E-4
9.64563, -0.17649, 0.08825, 5.74207E-5, -4.51458E-4
9.65375, -0.17769, 0.08508, 4.94306E-5, 3.19736E-4
9.66188, -0.18167, 0.08471, 5.80331E-5, 2.44332E-5
9.67, -0.18482, 0.08846, -2.62499E-4, -9.29492E-4
9.67812, -0.18094, 0.09448, 3.92136E-5, 2.69676E-4
9.68625, -0.17227, 0.09667, 3.86494E-4, 2.03231E-4
9.69438, -0.16421, 0.09211, -7.01185E-5, -2.30985E-4
9.7025, -0.16052, 0.08324, -1.64567E-6, -5.68269E-4
9.71063, -0.16116, 0.07687, -1.82648E-4, -8.31294E-4
9.71875, -0.16471, 0.07305, 3.57608E-5, -5.91771E-4
9.72687, -0.16807, 0.0725, 0.002, -4.40484E-4
9.735, -0.16786, 0.07422, -3.72511E-4, -3.16134E-4
9.74312, -0.16733, 0.07403, -9.02208E-5, -5.74965E-4
9.75125, -0.16773, 0.07245, -1.63635E-4, -0.00108
9.75938, -0.16852, 0.0723, -6.21543E-4, -0.00121
9.7675, -0.16982, 0.07213, -5.74725E-4, -5.79909E-4
9.77562, -0.17061, 0.07274, -0.00103, -5.71063E-4
9.78375, -0.17008, 0.07307, -8.78745E-4, -3.3613E-4
9.79187, -0.16722, 0.07362, -5.45508E-4, -4.90248E-4
9.8, -0.16499, 0.07191, -4.39057E-4, -2.43448E-4
9.80813, -0.16502, 0.06983, -4.80068E-4, 1.53394E-4
9.81625, -0.1641, 0.06965, -9.12293E-4, 2.18445E-4
9.82437, -0.16248, 0.06824, -9.60783E-5, -6.31722E-4
9.8325, -0.16165, 0.06601, -9.5501E-5, 3.79466E-5
9.84062, -0.16335, 0.06604, -3.31783E-4, -1.10809E-4
9.84875, -0.16271, 0.06777, -3.75091E-4, -5.94112E-4
9.85688, -0.1603, 0.06819, -4.36281E-4, -3.25045E-4
9.865, -0.15899, 0.06443, 4.4524E-5, -6.43704E-4
9.87312, -0.16253, 0.06388, -4.91131E-4, -3.6873E-4
9.88125, -0.16504, 0.06788, -3.05881E-4, -4.80315E-4
9.88937, -0.16022, 0.07234, -6.73926E-4, -0.00111
9.8975, -0.15134, 0.07007, -5.78928E-4, 1.85479E-5
9.90563, -0.14721, 0.06142, -4.05211E-4, 9.62364E-5
9.91375, -0.14915, 0.0553, -4.66345E-4, -2.60689E-4
9.92188, -0.15211, 0.05478, -2.65886E-4, -5.21713E-4
9.93, -0.15185, 0.05549, -6.3184E-4, -3.65378E-4
9.93812, -0.14994, 0.05366, -0.0012, 5.28392E-4
9.94625, -0.15044, 0.05089, -2.01285E-4, 6.07719E-4
9.95438, -0.15192, 0.05106, -3.54829E-4, -1.8167E-4
9.9625, -0.15216, 0.05351, -5.61398E-4, 2.77568E-4
9.97063, -0.14927, 0.053, -1.66596E-4, -1.06166E-4
9.97875, -0.14851, 0.0498, -3.14116E-4, -7.41153E-5
9.98687, -0.14953, 0.04652, -7.17086E-5, 2.76511E-4
9.995, -0.15229, 0.04751, 1.76728E-4, 7.50795E-5
10.00313, -0.15175, 0.04799, -3.10771E-4, 3.77418E-4
10.01125, -0.15005, 0.04678, -3.37458E-4, 6.65519E-5
10.01938, -0.14947, 0.04445, 7.42921E-5, 3.40948E-5
10.0275, -0.14932, 0.04463, 7.98638E-5, -2.64986E-5
10.03563, -0.14804, 0.0436, -1.59002E-4, 2.35883E-4
10.04375, -0.14776, 0.04223, -3.09768E-4, 1.23768E-5
10.05188, -0.14962, 0.04157, -1.36909E-4, 1.86875E-4
10.06, -0.14941, 0.04352, -3.39789E-4, -3.96766E-5
10.06813, -0.1464, 0.04532, -4.33032E-4, -3.42565E-4
10.07625, -0.14399, 0.04362, -3.82892E-4, -1.55113E-4
10.08438, -0.14567, 0.04159, -6.3052E-4, 1.15047E-4
10.0925, -0.1466, 0.04396, -6.96344E-4, -1.98405E-5
10.10063, -0.14264, 0.04623, -5.87683E-4, 6.72084E-4
10.10875, -0.13618, 0.04425, -3.64462E-4, 5.8819E-4
10.11688, -0.13243, 0.03756, -4.01999E-4, 2.35941E-4
10.125, -0.13394, 0.03139, -3.09377E-4, 4.05188E-5
10.13313, -0.13628, 0.029, -9.2966E-5, 3.36373E-4
10.14125, -0.13646, 0.02888, -2.91244E-4, 1.74634E-5
10.14937, -0.13509, 0.02714, -8.94629E-4, 1.26507E-4
10.1575, -0.13631, 0.0245, -4.5437E-7, 9.46998E-4
10.16563, -0.13905, 0.02408, 6.72355E-5, 0.00134
10.17375, -0.13949, 0.02696, 6.28687E-4, 7.57223E-4
10.18188, -0.13851, 0.02827, -9.28344E-5, 3.74787E-5
10.19, -0.13524, 0.02698, -6.66382E-4, -2.3588E-4
10.19812, -0.13395, 0.02459, -2.21508E-4, -2.15336E-4
10.20625, -0.13451, 0.02202, -1.18471E-4, -2.58362E-5
10.21438, -0.13638, 0.01956, 3.88505E-4, 4.48851E-4
10.2225, -0.13687, 0.019, 1.59424E-4, 2.61257E-4
10.23063, -0.13717, 0.01894, -2.68171E-4, -5.38055E-5
10.23875, -0.13613, 0.01977, -2.04096E-4, 7.87269E-6
10.24687, -0.13268, 0.01849, -1.57417E-4, -1.45902E-4
10.255, -0.13106, 0.01472, -8.70501E-5, 2.62867E-4
10.26313, -0.13349, 0.01147, 2.11043E-4, 5.4121E-4
10.27125, -0.13674, 0.01156, 5.74707E-4, -2.96182E-4
10.27938, -0.13671, 0.01508, -8.36959E-5, -1.02186E-4
10.2875, -0.13356, 0.01491, 2.017E-4, -1.90977E-4
10.29562, -0.13368, 0.01251, -1.46207E-4, -2.29962E-4
10.30375, -0.13676, 0.01286, 2.69505E-5, -9.69215E-5
10.31188, -0.13537, 0.01625, -7.65409E-5, 2.74711E-4
10.32, -0.1306, 0.01714, 3.65225E-4, -5.51911E-5
10.32813, -0.12653, 0.01268, 1.71861E-4, 1.71078E-4
10.33625, -0.12651, 0.00885, 8.43544E-5, 6.42162E-5
10.34437, -0.12728, 0.00793, -4.82642E-4, 6.8301E-5
10.3525, -0.12374, 0.00646, -6.17259E-4, 1.04056E-5
10.36063, -0.12265, 3.52958E-4, -6.28113E-4, 2.01272E-4
10.36875, -0.12707, -0.0034, 2.02285E-6, 5.5514E-5
10.37688, -0.13264, -2.13458E-4, 2.87883E-4, 8.43475E-5
10.385, -0.12944, 0.0056, -5.40337E-5, 1.6382E-4
10.39313, -0.12297, 0.00368, 2.60173E-4, -1.76493E-5
10.40125, -0.12216, -0.0024, -2.46626E-4, -3.80663E-4
10.40938, -0.12575, -0.00513, -1.99481E-5, -5.80319E-4
10.4175, -0.12894, -0.00514, -5.68846E-4, -6.34255E-5
10.42563, -0.12973, -0.0041, -7.74192E-4, 5.60259E-4
10.43375, -0.12914, -0.00333, -1.14279E-4, 9.33052E-5
10.44188, -0.12798, -0.00324, -1.87078E-4, 1.50034E-4
10.45, -0.12663, -0.00307, 1.12183E-4, 3.33444E-4
10.45813, -0.12306, -0.00381, 3.59625E-4, -3.27697E-5
10.46625, -0.11851, -0.00743, 1.44819E-4, 1.85458E-4
10.47438, -0.11938, -0.01291, -4.48039E-4, -2.23305E-5
10.4825, -0.12289, -0.01514, -2.14139E-4, -3.95248E-5
10.49063, -0.12546, -0.01353, -3.79244E-4, -1.95311E-4
10.49875, -0.12311, -0.01104, -2.95289E-4, 2.62519E-4
10.50688, -0.12078, -0.01306, -5.10338E-6, -1.38842E-4
10.515, -0.12152, -0.01458, 1.82752E-4, 2.16308E-4
10.52313, -0.12288, -0.01435, 1.17504E-5, -4.06876E-4
10.53125, -0.12183, -0.01516, -1.10488E-4, -3.08276E-4
10.53938, -0.1193, -0.01685, -1.09926E-4, 4.68621E-4
10.5475, -0.11914, -0.02001, -3.56691E-4, 6.269E-4
10.55562, -0.12057, -0.02147, 1.40854E-5, 4.17236E-4
10.56375, -0.11951, -0.02099, 3.67608E-4, 8.41439E-6
10.57188, -0.11565, -0.02452, 3.28761E-4, 2.57842E-4
10.58, -0.11739, -0.02979, -2.10246E-4, 3.99293E-4
10.58813, -0.12235, -0.03063, -3.60752E-5, -1.83876E-5
10.59625, -0.12483, -0.02466, -2.3075E-4, -4.82733E-5
10.60437, -0.11941, -0.02092, -2.71734E-6, 4.62673E-5
10.6125, -0.11308, -0.02512, 1.2516E-4, -4.94607E-6
10.62063, -0.11331, -0.03288, 3.78096E-5, 5.81568E-4
10.62875, -0.11956, -0.03658, 2.54474E-4, 1.18178E-4
10.63688, -0.12464, -0.03454, 4.81908E-4, -1.93602E-4
10.645, -0.12608, -0.03006, 5.57368E-4, -3.29251E-4
10.65312, -0.12261, -0.02929, 4.03865E-4, -6.01302E-4
10.66125, -0.11929, -0.0312, 1.27388E-4, -3.32284E-4
10.66938, -0.11764, -0.03258, 1.52905E-4, -4.40052E-4
10.6775, -0.11538, -0.03516, -4.62559E-4, -0.00102
10.68563, -0.11593, -0.03946, -5.96017E-4, -3.9072E-4
10.69375, -0.11755, -0.04115, -1.08161E-4, -1.56531E-4
10.70187, -0.11849, -0.03962, 0.00112, -7.62829E-5
10.71, -0.11725, -0.03866, -9.47642E-4, -1.56577E-4
10.71813, -0.11546, -0.04135, -3.4227E-4, 5.52285E-5
10.72625, -0.11677, -0.04544, -8.1093E-4, 1.22144E-5
10.73438, -0.11988, -0.04626, -3.83437E-4, -2.5183E-5
10.7425, -0.12034, -0.04379, -7.29594E-5, 2.01348E-4
10.75062, -0.11818, -0.04326, 1.01499E-4, 3.36573E-4
10.75875, -0.11658, -0.04659, -1.08279E-4, -1.92074E-5
10.76688, -0.1189, -0.05073, 7.4482E-4, 2.75793E-4
10.775, -0.12, -0.04931, -1.19859E-4, -1.20983E-4
10.78313, -0.11742, -0.04858, 1.34936E-4, 5.00922E-4
10.79125, -0.11599, -0.05198, -2.00873E-4, 1.10452E-4
10.79938, -0.11789, -0.05603, -7.6608E-4, 4.08149E-4
10.8075, -0.12177, -0.05481, 1.6927E-4, 8.22641E-5
10.81563, -0.12031, -0.04932, -4.58593E-4, 2.2604E-4
10.82375, -0.11474, -0.04988, -3.14212E-4, 5.03869E-4
10.83188, -0.11426, -0.05662, 4.93239E-5, 5.2365E-4
10.84, -0.12009, -0.0598, -1.23327E-4, 1.50124E-4
10.84813, -0.12382, -0.05708, 7.09635E-5, 1.23155E-4
10.85625, -0.12242, -0.05208, -1.52316E-5, -1.61814E-4
10.86438, -0.1178, -0.05156, 1.71703E-5, 1.20665E-4
10.8725, -0.11517, -0.05569, -1.42454E-4, 9.80282E-5
10.88063, -0.11595, -0.05899, -4.24024E-4, 4.16031E-4
10.88875, -0.11369, -0.06008, -1.18603E-4, 3.66626E-4
10.89688, -0.11214, -0.06273, 4.40564E-4, 3.82985E-4
10.905, -0.11333, -0.06674, 5.10212E-4, 1.668E-4
10.91313, -0.11675, -0.06914, 9.59153E-4, -2.61481E-4
10.92125, -0.11927, -0.06718, -2.38997E-4, 5.81211E-5
10.92938, -0.11692, -0.06489, 3.79868E-4, -8.12003E-5
10.9375, -0.11468, -0.06715, -2.90142E-4, -3.5708E-4
10.94563, -0.11617, -0.07058, 5.64853E-4, 3.57575E-4
10.95375, -0.11875, -0.07235, 5.59288E-5, -1.83048E-4
10.96187, -0.12016, -0.07181, -2.88702E-4, -3.20145E-4
10.97, -0.11986, -0.07131, 2.94667E-5, -2.22928E-4
10.97813, -0.11908, -0.07188, 4.84871E-5, -2.89202E-4
10.98625, -0.12067, -0.07365, 1.29296E-4, -3.23318E-4
10.99438, -0.12037, -0.07247, 5.9909E-5, 4.25926E-5
11.0025, -0.11666, -0.07298, -2.3083E-4, 4.064E-4
11.01062, -0.11485, -0.07696, 3.3706E-5, -6.41208E-5
11.01875, -0.11776, -0.0809, 2.83385E-4, 2.76906E-4
11.02688, -0.1227, -0.08036, 7.27188E-4, -4.00953E-4
11.035, -0.12164, -0.07729, 3.78804E-4, -4.92249E-4
11.04313, -0.11888, -0.07907, 2.67268E-5, -4.94785E-4
11.05125, -0.12175, -0.08226, -2.02743E-4, -4.53119E-4
11.05937, -0.12685, -0.07889, -2.58865E-4, -3.44245E-4
11.0675, -0.1251, -0.07384, 4.74322E-5, 2.13251E-4
11.07563, -0.11854, -0.0735, 5.28033E-4, 2.48966E-4
11.08375, -0.1145, -0.08075, 2.94327E-5, 4.29719E-4
11.09188, -0.11924, -0.08675, 1.84182E-4, 3.08634E-4
11.1, -0.12438, -0.08315, 3.71099E-4, 2.80667E-4
11.10812, -0.11986, -0.07889, -9.81619E-5, 5.32006E-5
11.11625, -0.11237, -0.08271, 3.7595E-4, -3.12189E-5
11.12438, -0.11064, -0.0928, 3.79199E-4, -1.02255E-4
11.1325, -0.12011, -0.09841, 2.11012E-4, 6.22982E-5
11.14063, -0.12829, -0.09169, 3.96543E-4, -5.80898E-4
11.14875, -0.12432, -0.08445, -1.44402E-4, -2.47095E-5
11.15687, -0.11718, -0.08708, 3.28119E-6, -1.526E-4
11.165, -0.1174, -0.09317, -1.00184E-4, 7.64066E-5
11.17313, -0.12245, -0.09529, 3.05358E-4, -3.39211E-4
11.18125, -0.12577, -0.09544, 6.12613E-4, 4.36251E-4
11.18938, -0.12504, -0.09553, 2.64356E-4, 1.66177E-4
11.1975, -0.12618, -0.09636, 8.67712E-4, -1.59803E-4
11.20563, -0.12751, -0.09508, 3.95565E-4, -3.5039E-4
11.21375, -0.1264, -0.09307, 0.00118, 8.84824E-4
11.22188, -0.12358, -0.09477, 3.3077E-4, -8.11727E-4
11.23, -0.1243, -0.09784, -2.27726E-4, -4.86518E-4
11.23813, -0.12607, -0.09888, 2.45869E-4, -9.61027E-4
11.24625, -0.12705, -0.09749, -7.95425E-4, -4.8296E-4
11.25438, -0.12515, -0.09806, -1.36325E-4, -4.78035E-4
11.2625, -0.12673, -0.10245, -2.30874E-4, -1.7818E-4
11.27063, -0.13389, -0.10148, 2.04663E-4, -5.94772E-4
11.27875, -0.13564, -0.09214, 1.52334E-4, -2.84913E-4
11.28688, -0.12815, -0.08757, 1.04953E-4, -5.60031E-4
11.295, -0.11935, -0.09291, 1.82652E-4, -1.12765E-4
11.30313, -0.12008, -0.10343, -1.72265E-4, -2.31463E-4
11.31125, -0.12769, -0.10582, -1.48744E-4, -1.57369E-4
11.31938, -0.13035, -0.10099, -1.14167E-4, -5.26306E-4
11.3275, -0.12486, -0.09953, 5.66433E-5, -4.57273E-4
11.33563, -0.12109, -0.10662, -2.08746E-4, -7.50265E-4
11.34375, -0.12749, -0.11335, -6.17744E-4, -5.4857E-4
11.35188, -0.13692, -0.10898, -4.71723E-4, -5.26222E-4
11.36, -0.13585, -0.09897, -1.5322E-4, -1.05553E-4
11.36812, -0.12772, -0.09736, -3.60809E-4, 1.68201E-4
11.37625, -0.12371, -0.10377, -3.54495E-4, -1.63429E-4
11.38438, -0.12684, -0.1087, -1.09575E-4, -1.7788E-4
11.3925, -0.13126, -0.1085, -2.4419E-4, 2.51928E-4
11.40063, -0.13231, -0.10573, -1.83718E-4, -1.06834E-4
11.40875, -0.13032, -0.107, -4.34109E-5, -1.09779E-4
11.41687, -0.13177, -0.10952, -3.31205E-4, 2.41883E-4
11.425, -0.13473, -0.10786, -3.64226E-4, -1.33667E-4
11.43313, -0.1321, -0.10591, 1.76013E-4, -3.08836E-4
11.44125, -0.12919, -0.10917, -2.01162E-4, -9.78667E-5
11.44938, -0.13136, -0.11392, -2.22972E-4, -2.78707E-4
11.4575, -0.1373, -0.11396, -2.47811E-4, -3.34627E-4
11.46562, -0.13935, -0.10732, -3.68161E-4, -1.37443E-4
11.47375, -0.13415, -0.10362, -4.85594E-4, 1.35537E-4
11.48188, -0.13132, -0.10738, -5.4372E-4, -1.02545E-4
11.49, -0.13497, -0.10955, -1.21284E-4, -1.73987E-5
11.49813, -0.13615, -0.1056, -2.46435E-4, -2.04807E-5
11.50625, -0.1319, -0.10268, -4.45407E-4, -4.17101E-4
11.51437, -0.12735, -0.10744, -4.99219E-4, -1.08971E-4
11.5225, -0.12974, -0.11443, -6.39578E-4, -3.44279E-4
11.53063, -0.13414, -0.11445, -4.48943E-4, -3.90791E-4
11.53875, -0.13311, -0.11298, -4.31139E-4, 1.97251E-4
11.54688, -0.13054, -0.11661, -1.32678E-4, -1.1327E-4
11.555, -0.13583, -0.12177, -3.62796E-4, 3.60905E-5
11.56312, -0.14533, -0.11896, -5.81869E-4, 2.06432E-4
11.57125, -0.14622, -0.10691, -5.85884E-4, 8.61836E-5
11.57938, -0.13526, -0.1022, -5.71113E-4, 2.92528E-4
11.5875, -0.1296, -0.11007, -2.54087E-4, 4.81677E-4
11.59563, -0.13517, -0.11642, -3.22959E-4, 0.0011
11.60375, -0.14129, -0.11307, -5.5193E-4, 7.17405E-4
11.61188, -0.14053, -0.10751, -2.62042E-5, 4.7956E-4
11.62, -0.13553, -0.10598, 3.24095E-4, 4.42657E-4
11.62813, -0.13561, -0.11219, -2.3828E-4, 4.30674E-4
11.63625, -0.14143, -0.11165, 1.8823E-4, 2.36658E-4
11.64438, -0.13987, -0.10453, -5.50222E-5, 4.72502E-4
11.6525, -0.13121, -0.10402, -2.27954E-4, 4.33526E-4
11.66063, -0.12761, -0.11248, 9.56573E-5, -1.65524E-4
11.66875, -0.13319, -0.12118, -8.94713E-5, 2.73628E-4
11.67688, -0.14509, -0.1178, -1.1801E-5, 5.10482E-4
11.685, -0.145, -0.10387, 3.34674E-5, -2.25717E-4
11.69313, -0.13267, -0.10079, 1.83813E-6, 1.43781E-4
11.70125, -0.12823, -0.10895, 4.39722E-5, 1.59819E-4
11.70938, -0.13182, -0.11281, 8.818E-5, 2.2841E-4
11.7175, -0.1337, -0.11193, 3.39908E-4, 1.813E-4
11.72563, -0.13097, -0.11098, 1.8719E-4, 1.25776E-4
11.73375, -0.12871, -0.11574, 4.48658E-4, -3.26949E-4
11.74188, -0.13388, -0.12023, -2.20607E-5, -3.25989E-4
11.75, -0.13978, -0.11893, 8.37331E-4, -4.81146E-4
11.75813, -0.13985, -0.11592, 2.69245E-5, -4.20322E-4
11.76625, -0.13903, -0.11623, -2.03914E-4, -4.04362E-4
11.77437, -0.14314, -0.1161, -1.90846E-4, -4.70541E-4
11.7825, -0.14616, -0.11094, -1.5155E-4, 2.33925E-5
11.79063, -0.14258, -0.10331, -2.83459E-4, 9.0997E-5
11.79875, -0.1336, -0.1033, 1.44995E-4, -0.00203
11.80688, -0.13083, -0.11023, 3.51757E-5, -1.71776E-4
11.815, -0.1382, -0.1128, -2.25573E-4, 2.18371E-4
11.82312, -0.14306, -0.10732, 7.74979E-5, 4.60362E-4
11.83125, -0.13864, -0.10163, 3.30327E-5, 1.51061E-4
11.83938, -0.13266, -0.10243, 1.69991E-4, 3.6807E-4
11.8475, -0.13273, -0.10826, -1.92801E-5, -3.61353E-6
11.85563, -0.1387, -0.10654, -3.55776E-4, -2.58595E-4
11.86375, -0.1375, -0.09966, -1.99882E-4, -1.37107E-4
11.87187, -0.12862, -0.09803, 5.59245E-5, 4.90128E-4
11.88, -0.12355, -0.10364, -1.27315E-4, 2.37073E-4
11.88813, -0.12636, -0.11022, -8.65468E-4, 2.07606E-4
11.89625, -0.13364, -0.10725, 6.05882E-5, 2.90727E-4
11.90438, -0.12989, -0.09821, 2.03156E-4, -3.2461E-5
11.9125, -0.11928, -0.09952, 2.75007E-4, -7.49331E-5
11.92062, -0.11745, -0.10781, 2.03728E-4, -1.84404E-4
11.92875, -0.1218, -0.10967, 1.32515E-4, -5.29266E-4
11.93688, -0.12414, -0.10893, -1.42682E-4, 3.06691E-4
11.945, -0.12096, -0.10937, -2.99769E-4, -2.16086E-4
11.95313, -0.12117, -0.1149, 1.82795E-4, 2.80827E-4
11.96125, -0.12879, -0.11724, -9.60449E-5, -5.18811E-4
11.96937, -0.13617, -0.11074, 8.87279E-5, -2.00144E-4
11.9775, -0.13405, -0.10414, -4.15436E-4, -4.90804E-4
11.98563, -0.1289, -0.10278, -2.14181E-4, 1.63027E-4
11.99375, -0.12747, -0.10345, -9.56979E-5, -2.33926E-4
12.00188, -0.12797, -0.10112, -2.22215E-4, 3.86446E-4
12.01, -0.12513, -0.09649, -2.70408E-7, 8.9632E-5
12.01813, -0.11994, -0.09681, -2.41181E-4, 1.52958E-4
12.02625, -0.11964, -0.0996, -2.78303E-4, -2.26129E-5
12.03438, -0.12087, -0.09739, -2.27603E-4, 1.37216E-4
12.0425, -0.11932, -0.09176, -8.44265E-5, 2.38929E-4
12.05063, -0.11296, -0.09032, 7.00887E-5, -2.19956E-4
12.05875, -0.1089, -0.09432, -3.78112E-5, -7.09809E-4
12.06688, -0.11113, -0.09611, -3.87367E-4, -5.04724E-5
12.075, -0.11017, -0.0912, -4.20363E-4, -1.05916E-4
12.08313, -0.1021, -0.08858, -4.58409E-4, 6.88546E-5
12.09125, -0.09488, -0.09391, -4.21151E-4, 1.97914E-4
12.09938, -0.0933, -0.10189, -4.64347E-4, 4.56207E-4
12.1075, -0.09774, -0.10347, -8.36025E-5, 6.32237E-4
12.11563, -0.09781, -0.09597, 1.91208E-4, 7.44377E-4
12.12375, -0.08615, -0.09406, -1.86169E-4, 3.05592E-4
12.13188, -0.07981, -0.10457, -3.09152E-5, 6.0017E-5
12.14, -0.08319, -0.11119, -7.98137E-5, 2.83161E-5
12.14813, -0.08626, -0.11021, -2.94469E-4, -8.61946E-5
12.15625, -0.08488, -0.10852, -1.0565E-4, 9.33587E-5
12.16438, -0.08109, -0.11283, 1.84133E-4, 2.41138E-4
12.1725, -0.0858, -0.12073, 1.65943E-4, -1.02051E-4
12.18062, -0.09502, -0.11749, -2.62892E-4, 3.70701E-4
12.18875, -0.09207, -0.10604, -1.91546E-4, 1.90393E-4
12.19688, -0.08136, -0.10406, -2.92764E-4, -3.53762E-4
12.205, -0.07503, -0.11045, 4.63995E-5, -3.06982E-4
12.21313, -0.07543, -0.11592, -1.40225E-4, 8.03273E-5
12.22125, -0.07799, -0.11488, -1.6112E-4, -1.95085E-5
12.22937, -0.07187, -0.10906, 2.70234E-5, -1.27919E-4
12.2375, -0.06365, -0.11343, 2.73548E-4, -1.06277E-4
