# Freiraum-Messung des XBandAbsorbers mit 30 und 300 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
8.74863, -0.08131, 0.12418, 0.00751, 0.00252
8.75125, -0.08107, 0.12427, 0.00721, 0.00254
8.75388, -0.08061, 0.12422, 0.00698, 0.00267
8.7565, -0.08017, 0.12394, 0.00688, 0.00278
8.75912, -0.0799, 0.12357, 0.00677, 0.00291
8.76175, -0.07991, 0.12374, 0.00673, 0.00304
8.76437, -0.07929, 0.12326, 0.00675, 0.00318
8.767, -0.079, 0.12284, 0.00683, 0.00318
8.76962, -0.07899, 0.12272, 0.00685, 0.00313
8.77225, -0.07865, 0.12244, 0.00683, 0.00311
8.77487, -0.07864, 0.12228, 0.00686, 0.00307
8.7775, -0.07808, 0.12197, 0.00683, 0.00295
8.78013, -0.07805, 0.12164, 0.00678, 0.00285
8.78275, -0.07759, 0.12148, 0.00669, 0.00273
8.78538, -0.07763, 0.12125, 0.00662, 0.00261
8.788, -0.07726, 0.12072, 0.00649, 0.00245
8.79063, -0.07704, 0.12023, 0.00628, 0.00231
8.79325, -0.07691, 0.11994, 0.00594, 0.00223
8.79588, -0.0767, 0.11959, 0.00568, 0.00225
8.7985, -0.07644, 0.11939, 0.00542, 0.00229
8.80113, -0.07615, 0.11909, 0.00512, 0.00238
8.80375, -0.07584, 0.11888, 0.00484, 0.0026
8.80637, -0.07519, 0.11867, 0.00468, 0.00281
8.809, -0.07474, 0.11831, 0.00455, 0.003
8.81162, -0.07434, 0.11804, 0.00442, 0.00322
8.81425, -0.07373, 0.11771, 0.0044, 0.00347
8.81687, -0.07281, 0.11713, 0.00444, 0.00364
8.8195, -0.07241, 0.11669, 0.00445, 0.00376
8.82212, -0.07172, 0.1158, 0.00443, 0.00386
8.82475, -0.07117, 0.11482, 0.00444, 0.00393
8.82738, -0.07052, 0.11397, 0.0044, 0.00406
8.83, -0.07028, 0.11284, 0.00438, 0.00413
8.83263, -0.07002, 0.11177, 0.00437, 0.00422
8.83525, -0.07009, 0.11119, 0.00435, 0.00433
8.83788, -0.06993, 0.10994, 0.00435, 0.00444
8.8405, -0.06975, 0.10934, 0.00438, 0.00453
8.84313, -0.06996, 0.10873, 0.00441, 0.00458
8.84575, -0.07016, 0.10824, 0.00443, 0.00459
8.84838, -0.07029, 0.10787, 0.00439, 0.00462
8.851, -0.07028, 0.10754, 0.00433, 0.00465
8.85362, -0.07031, 0.10738, 0.00425, 0.0047
8.85625, -0.07016, 0.10692, 0.00421, 0.00481
8.85887, -0.06991, 0.10657, 0.00414, 0.00484
8.8615, -0.07003, 0.10625, 0.00404, 0.00495
8.86412, -0.06975, 0.10593, 0.00398, 0.00509
8.86675, -0.0697, 0.10563, 0.00389, 0.0052
8.86937, -0.06966, 0.10531, 0.00379, 0.00536
8.872, -0.06959, 0.1052, 0.00368, 0.00566
8.87463, -0.06933, 0.10503, 0.0038, 0.00601
8.87725, -0.06914, 0.10485, 0.00396, 0.00621
8.87988, -0.06896, 0.10473, 0.00409, 0.00637
8.8825, -0.06848, 0.10464, 0.00424, 0.00657
8.88513, -0.06803, 0.10441, 0.00451, 0.00676
8.88775, -0.0675, 0.10414, 0.00477, 0.00676
8.89038, -0.06721, 0.1037, 0.00497, 0.00671
8.893, -0.06637, 0.10353, 0.00509, 0.00671
8.89563, -0.06588, 0.10277, 0.00524, 0.0067
8.89825, -0.06571, 0.10205, 0.00545, 0.00669
8.90087, -0.06537, 0.10128, 0.00562, 0.00656
8.9035, -0.06522, 0.10062, 0.00572, 0.00644
8.90612, -0.06526, 0.09986, 0.00578, 0.00631
8.90875, -0.06529, 0.09924, 0.00582, 0.00614
8.91137, -0.06533, 0.09895, 0.00572, 0.00601
8.914, -0.06529, 0.09851, 0.00563, 0.00601
8.91662, -0.0652, 0.0982, 0.00562, 0.00599
8.91925, -0.06496, 0.09782, 0.0056, 0.00603
8.92188, -0.06462, 0.09762, 0.00562, 0.00604
8.9245, -0.06428, 0.09744, 0.00559, 0.00608
8.92713, -0.0636, 0.0971, 0.00561, 0.00612
8.92975, -0.06302, 0.09667, 0.00571, 0.00615
8.93238, -0.06254, 0.09595, 0.00576, 0.00612
8.935, -0.0623, 0.09536, 0.00576, 0.00613
8.93763, -0.06177, 0.09492, 0.00577, 0.00621
8.94025, -0.06138, 0.0942, 0.00591, 0.0063
8.94288, -0.06118, 0.09297, 0.00608, 0.00634
8.9455, -0.06102, 0.09223, 0.00626, 0.00629
8.94812, -0.06106, 0.09137, 0.00643, 0.0062
8.95075, -0.06119, 0.09044, 0.0066, 0.00602
8.95337, -0.06139, 0.08988, 0.00669, 0.00585
8.956, -0.06149, 0.08922, 0.00675, 0.00567
8.95862, -0.06177, 0.08889, 0.00675, 0.00549
8.96125, -0.06203, 0.08839, 0.0067, 0.00529
8.96387, -0.06212, 0.08812, 0.00666, 0.00517
8.9665, -0.06221, 0.08784, 0.00661, 0.00506
8.96913, -0.06229, 0.08761, 0.00658, 0.00498
8.97175, -0.06239, 0.08729, 0.00655, 0.00486
8.97438, -0.06261, 0.08712, 0.00652, 0.0047
8.977, -0.06287, 0.08716, 0.00637, 0.00456
8.97963, -0.06295, 0.08731, 0.00626, 0.00453
8.98225, -0.06263, 0.0874, 0.00618, 0.00445
8.98488, -0.06237, 0.08716, 0.00613, 0.00441
8.9875, -0.06196, 0.08683, 0.00607, 0.00433
8.99013, -0.0617, 0.0868, 0.00595, 0.00428
8.99275, -0.06154, 0.08665, 0.00586, 0.00425
8.99537, -0.06131, 0.08637, 0.0058, 0.0042
8.998, -0.06118, 0.08596, 0.00574, 0.00415
9.00062, -0.06096, 0.08582, 0.00568, 0.00406
9.00325, -0.06054, 0.08534, 0.00555, 0.00401
9.00587, -0.06037, 0.08501, 0.00546, 0.00398
9.0085, -0.05989, 0.0846, 0.00534, 0.00396
9.01112, -0.05948, 0.08415, 0.00526, 0.00395
9.01375, -0.05927, 0.08362, 0.00515, 0.00389
9.01638, -0.05925, 0.08315, 0.005, 0.00382
9.019, -0.05894, 0.08297, 0.00488, 0.00381
9.02163, -0.05872, 0.08284, 0.00471, 0.00385
9.02425, -0.05831, 0.0825, 0.00464, 0.0039
9.02688, -0.05775, 0.08213, 0.00451, 0.00392
9.0295, -0.05728, 0.08149, 0.00442, 0.00388
9.03213, -0.05705, 0.08083, 0.0043, 0.00383
9.03475, -0.05678, 0.08034, 0.00404, 0.00382
9.03738, -0.0563, 0.07981, 0.00374, 0.00396
9.04, -0.05589, 0.07913, 0.00356, 0.00422
9.04262, -0.05538, 0.07852, 0.00355, 0.00449
9.04525, -0.05493, 0.07778, 0.00352, 0.00472
9.04787, -0.05446, 0.07701, 0.00367, 0.00494
9.0505, -0.05418, 0.07611, 0.00387, 0.005
9.05312, -0.0542, 0.07534, 0.00392, 0.00496
9.05575, -0.0539, 0.07483, 0.00397, 0.00494
9.05837, -0.054, 0.07391, 0.00407, 0.00485
9.061, -0.05403, 0.07316, 0.00404, 0.0047
9.06363, -0.05428, 0.07266, 0.00385, 0.00464
9.06625, -0.05446, 0.07225, 0.00374, 0.00469
9.06888, -0.05457, 0.07197, 0.0036, 0.00473
9.0715, -0.05458, 0.0717, 0.00355, 0.0048
9.07413, -0.05456, 0.07115, 0.00356, 0.00481
9.07675, -0.05467, 0.07072, 0.00344, 0.00476
9.07938, -0.05474, 0.07079, 0.00317, 0.00482
9.082, -0.05443, 0.07057, 0.00301, 0.005
9.08463, -0.05433, 0.07017, 0.00298, 0.00518
9.08725, -0.05417, 0.0699, 0.0029, 0.00539
9.08987, -0.05398, 0.06957, 0.00292, 0.00562
9.0925, -0.05393, 0.06937, 0.00301, 0.00576
9.09512, -0.05373, 0.06912, 0.0031, 0.00587
9.09775, -0.05322, 0.06898, 0.00314, 0.00599
9.10037, -0.05308, 0.06862, 0.00324, 0.00606
9.103, -0.05308, 0.06835, 0.00329, 0.0061
9.10562, -0.05284, 0.06807, 0.00333, 0.00615
9.10825, -0.05261, 0.06746, 0.00336, 0.00621
9.11088, -0.05236, 0.06722, 0.00339, 0.00634
9.1135, -0.05191, 0.06677, 0.00351, 0.00646
9.11613, -0.05154, 0.06588, 0.00368, 0.00652
9.11875, -0.05155, 0.06529, 0.00381, 0.00647
9.12138, -0.05167, 0.06459, 0.0039, 0.00638
9.124, -0.05153, 0.06403, 0.00388, 0.00628
9.12663, -0.05149, 0.06363, 0.00388, 0.00632
9.12925, -0.05149, 0.06314, 0.00392, 0.00636
9.13188, -0.05156, 0.06281, 0.00391, 0.00629
9.1345, -0.05167, 0.06252, 0.00388, 0.00631
9.13712, -0.05131, 0.06241, 0.00387, 0.00636
9.13975, -0.05122, 0.0621, 0.00383, 0.0064
9.14237, -0.05078, 0.06216, 0.00385, 0.00648
9.145, -0.05014, 0.06192, 0.00387, 0.00659
9.14762, -0.04951, 0.06144, 0.00396, 0.00667
9.15025, -0.04891, 0.06082, 0.00405, 0.00674
9.15287, -0.04829, 0.0603, 0.00412, 0.00684
9.1555, -0.0477, 0.05941, 0.00432, 0.00691
9.15813, -0.04726, 0.05844, 0.00451, 0.00688
9.16075, -0.04715, 0.05744, 0.00466, 0.00682
9.16338, -0.04713, 0.05636, 0.0048, 0.00668
9.166, -0.04736, 0.05555, 0.00488, 0.00654
9.16863, -0.04741, 0.05498, 0.00495, 0.00641
9.17125, -0.04775, 0.05448, 0.00493, 0.00623
9.17388, -0.04799, 0.05423, 0.0048, 0.00611
9.1765, -0.04789, 0.05396, 0.00469, 0.00616
9.17913, -0.04766, 0.05368, 0.00466, 0.0062
9.18175, -0.04749, 0.05321, 0.00464, 0.00626
9.18437, -0.04715, 0.05298, 0.00471, 0.00637
9.187, -0.04705, 0.05232, 0.00488, 0.00644
9.18962, -0.04712, 0.05182, 0.00499, 0.00635
9.19225, -0.04685, 0.05136, 0.00509, 0.00633
9.19487, -0.04687, 0.05094, 0.00522, 0.00623
9.1975, -0.04707, 0.05052, 0.00531, 0.00611
9.20012, -0.04724, 0.04987, 0.00539, 0.00596
9.20275, -0.04739, 0.04984, 0.0054, 0.00579
9.20538, -0.04762, 0.0498, 0.00534, 0.0056
9.208, -0.04773, 0.04962, 0.00526, 0.00552
9.21063, -0.04773, 0.04946, 0.00518, 0.00548
9.21325, -0.04748, 0.04954, 0.00518, 0.00546
9.21588, -0.04702, 0.04959, 0.00517, 0.00539
9.2185, -0.04649, 0.04918, 0.00514, 0.00538
9.22113, -0.04598, 0.04878, 0.00514, 0.00533
9.22375, -0.04536, 0.04802, 0.00516, 0.00531
9.22638, -0.04511, 0.04746, 0.00518, 0.00527
9.229, -0.04516, 0.04673, 0.00521, 0.00516
9.23162, -0.04517, 0.04596, 0.00516, 0.00507
9.23425, -0.04523, 0.04563, 0.00513, 0.00502
9.23687, -0.04529, 0.04513, 0.00515, 0.00496
9.2395, -0.04546, 0.04496, 0.00515, 0.00487
9.24212, -0.04538, 0.04476, 0.00511, 0.00475
9.24475, -0.04513, 0.04451, 0.00505, 0.00467
9.24737, -0.0448, 0.04426, 0.00501, 0.00459
9.25, -0.04451, 0.04382, 0.00495, 0.0045
9.25263, -0.04412, 0.04362, 0.0048, 0.00443
9.25525, -0.04364, 0.04328, 0.00472, 0.00442
9.25788, -0.04304, 0.04278, 0.00471, 0.00446
9.2605, -0.0426, 0.04218, 0.00467, 0.00443
9.26313, -0.04187, 0.04146, 0.00466, 0.0044
9.26575, -0.04137, 0.04084, 0.00466, 0.0043
9.26838, -0.04115, 0.04001, 0.00457, 0.00421
9.271, -0.04122, 0.03925, 0.00446, 0.00413
9.27362, -0.04109, 0.03859, 0.00437, 0.0041
9.27625, -0.04118, 0.03815, 0.00425, 0.0041
9.27887, -0.04101, 0.0378, 0.00417, 0.00415
9.2815, -0.04088, 0.03728, 0.00416, 0.00413
9.28412, -0.0407, 0.03689, 0.00415, 0.0041
9.28675, -0.04053, 0.03643, 0.00406, 0.00407
9.28937, -0.04028, 0.03601, 0.00404, 0.00405
9.292, -0.04016, 0.03537, 0.00395, 0.00395
9.29462, -0.03996, 0.03478, 0.00381, 0.00389
9.29725, -0.04004, 0.03412, 0.00368, 0.00389
9.29988, -0.04, 0.0337, 0.00354, 0.00396
9.3025, -0.04001, 0.0331, 0.00348, 0.00406
9.30513, -0.0401, 0.03266, 0.00344, 0.00409
9.30775, -0.03996, 0.03217, 0.0034, 0.00412
9.31038, -0.03981, 0.03187, 0.00338, 0.00416
9.313, -0.03997, 0.03133, 0.00335, 0.00414
9.31563, -0.04003, 0.03095, 0.00326, 0.00413
9.31825, -0.03996, 0.03077, 0.00317, 0.00419
9.32087, -0.03981, 0.03052, 0.00312, 0.00431
9.3235, -0.03966, 0.03013, 0.00314, 0.00436
9.32612, -0.03931, 0.0295, 0.00316, 0.0044
9.32875, -0.03919, 0.02908, 0.00317, 0.00443
9.33137, -0.03893, 0.02829, 0.00323, 0.0044
9.334, -0.0388, 0.02773, 0.00321, 0.00439
9.33662, -0.03884, 0.02712, 0.00317, 0.00432
9.33925, -0.03859, 0.02641, 0.00315, 0.00433
9.34187, -0.03861, 0.02586, 0.00315, 0.00429
9.3445, -0.03869, 0.02521, 0.00306, 0.00426
9.34713, -0.03876, 0.02469, 0.003, 0.00423
9.34975, -0.03869, 0.02432, 0.00292, 0.00421
9.35238, -0.03862, 0.02382, 0.00278, 0.00417
9.355, -0.03846, 0.02351, 0.00261, 0.0042
9.35763, -0.03828, 0.0232, 0.00246, 0.00432
9.36025, -0.03788, 0.0229, 0.00235, 0.00451
9.36288, -0.03754, 0.02241, 0.0023, 0.00472
9.3655, -0.03713, 0.0219, 0.00233, 0.00494
9.36812, -0.03672, 0.02123, 0.00246, 0.00514
9.37075, -0.03653, 0.02044, 0.00257, 0.00522
9.37337, -0.0364, 0.01974, 0.00274, 0.00535
9.376, -0.03621, 0.01906, 0.00294, 0.00546
9.37862, -0.0361, 0.0182, 0.00322, 0.00542
9.38125, -0.03612, 0.01755, 0.00346, 0.00532
9.38387, -0.03619, 0.01688, 0.00365, 0.0051
9.3865, -0.03623, 0.01623, 0.0037, 0.00478
9.38912, -0.03646, 0.01556, 0.00357, 0.0045
9.39175, -0.03659, 0.01536, 0.00341, 0.00437
9.39438, -0.03656, 0.01513, 0.00321, 0.00431
9.397, -0.03635, 0.01495, 0.00305, 0.00436
9.39963, -0.03595, 0.01458, 0.00301, 0.0045
9.40225, -0.0359, 0.01404, 0.00303, 0.0045
9.40488, -0.03568, 0.01358, 0.00304, 0.00449
9.4075, -0.03563, 0.01312, 0.00306, 0.00448
9.41013, -0.03559, 0.01258, 0.00306, 0.00443
9.41275, -0.03564, 0.01218, 0.00304, 0.00434
9.41537, -0.0356, 0.01178, 0.00296, 0.00434
9.418, -0.03556, 0.01135, 0.00292, 0.00427
9.42062, -0.03551, 0.01103, 0.0028, 0.00426
9.42325, -0.03533, 0.0107, 0.0027, 0.00428
9.42587, -0.03506, 0.01015, 0.00268, 0.00431
9.4285, -0.03497, 0.00969, 0.00259, 0.00436
9.43112, -0.03465, 0.00929, 0.00247, 0.00446
9.43375, -0.03426, 0.00867, 0.00249, 0.00466
9.43638, -0.03419, 0.00798, 0.00262, 0.00475
9.439, -0.03409, 0.00738, 0.00274, 0.00482
9.44163, -0.03392, 0.00672, 0.00295, 0.00482
9.44425, -0.03406, 0.00607, 0.00308, 0.00472
9.44688, -0.03405, 0.00557, 0.00317, 0.00455
9.4495, -0.03409, 0.00509, 0.00319, 0.00437
9.45213, -0.03409, 0.00479, 0.00314, 0.00421
9.45475, -0.03393, 0.00445, 0.00307, 0.0041
9.45738, -0.03374, 0.00397, 0.00292, 0.00401
9.46, -0.03352, 0.0035, 0.00279, 0.00399
9.46262, -0.03331, 0.00301, 0.00269, 0.00398
9.46525, -0.03295, 0.00259, 0.00262, 0.00404
9.46787, -0.03252, 0.00192, 0.00261, 0.00409
9.4705, -0.03227, 0.00116, 0.00264, 0.00411
9.47312, -0.03203, 4.56376E-4, 0.00266, 0.00409
9.47575, -0.03182, -3.55792E-4, 0.00264, 0.00408
9.47837, -0.03176, -0.0011, 0.00264, 0.00402
9.481, -0.03179, -0.00178, 0.00265, 0.00397
9.48363, -0.03188, -0.00238, 0.00261, 0.00388
9.48625, -0.03195, -0.00277, 0.00251, 0.00383
9.48888, -0.03189, -0.00321, 0.0024, 0.00381
9.4915, -0.03184, -0.00335, 0.00231, 0.00386
9.49413, -0.03157, -0.0037, 0.00227, 0.00393
9.49675, -0.03136, -0.00412, 0.00231, 0.004
9.49938, -0.03098, -0.00469, 0.00234, 0.00398
9.502, -0.03082, -0.00527, 0.00237, 0.00394
9.50463, -0.03069, -0.00579, 0.00232, 0.00389
9.50725, -0.03055, -0.00639, 0.00227, 0.00388
9.50987, -0.03044, -0.00692, 0.00218, 0.0039
9.5125, -0.03029, -0.00762, 0.00221, 0.00396
9.51512, -0.03028, -0.00827, 0.00224, 0.00395
9.51775, -0.03024, -0.00887, 0.0023, 0.00393
9.52037, -0.03038, -0.00935, 0.00235, 0.00387
9.523, -0.03035, -0.00967, 0.00234, 0.00375
9.52562, -0.03023, -0.01022, 0.00231, 0.00363
9.52825, -0.03028, -0.01065, 0.00217, 0.00357
9.53088, -0.03022, -0.01095, 0.00202, 0.00354
9.5335, -0.03017, -0.0115, 0.00193, 0.00357
9.53613, -0.03007, -0.01197, 0.00187, 0.00366
9.53875, -0.02999, -0.0125, 0.00189, 0.00372
9.54138, -0.02984, -0.01304, 0.00191, 0.00372
9.544, -0.02982, -0.01378, 0.00196, 0.00366
9.54663, -0.02998, -0.01448, 0.00192, 0.00357
9.54925, -0.03016, -0.01494, 0.00182, 0.00348
9.55188, -0.03014, -0.01537, 0.00165, 0.00347
9.5545, -0.03015, -0.01599, 0.00154, 0.00354
9.55712, -0.03016, -0.01652, 0.00148, 0.00364
9.55975, -0.03025, -0.017, 0.00145, 0.00369
9.56237, -0.03013, -0.01722, 0.00143, 0.00378
9.565, -0.02992, -0.0177, 0.00148, 0.00388
9.56762, -0.02967, -0.01824, 0.00158, 0.00386
9.57025, -0.02941, -0.01869, 0.00158, 0.00384
9.57287, -0.0291, -0.01939, 0.00159, 0.00384
9.5755, -0.02903, -0.02024, 0.00162, 0.00384
9.57813, -0.02914, -0.02082, 0.00165, 0.00379
9.58075, -0.02916, -0.02137, 0.00162, 0.00379
9.58338, -0.02908, -0.02206, 0.00166, 0.00378
9.586, -0.02907, -0.02275, 0.00173, 0.00373
9.58863, -0.02919, -0.02331, 0.00174, 0.00366
9.59125, -0.02929, -0.02381, 0.00174, 0.00356
9.59388, -0.02937, -0.02425, 0.00168, 0.00349
9.5965, -0.02925, -0.02465, 0.00167, 0.00348
9.59913, -0.02918, -0.02505, 0.00167, 0.00345
9.60175, -0.02894, -0.02551, 0.0017, 0.00333
9.60437, -0.0287, -0.02599, 0.00164, 0.00322
9.607, -0.02852, -0.0266, 0.00155, 0.00311
9.60962, -0.02842, -0.02718, 0.00149, 0.00299
9.61225, -0.02832, -0.02769, 0.00132, 0.00286
9.61487, -0.02837, -0.02821, 0.00114, 0.00284
9.6175, -0.02836, -0.02868, 9.94572E-4, 0.00284
9.62012, -0.0284, -0.02907, 8.10115E-4, 0.00289
9.62275, -0.02824, -0.02944, 7.0343E-4, 0.00296
9.62538, -0.02809, -0.0299, 5.76418E-4, 0.00309
9.628, -0.02794, -0.03057, 5.78605E-4, 0.00321
9.63063, -0.02794, -0.03123, 5.48695E-4, 0.00326
9.63325, -0.02791, -0.03184, 5.54746E-4, 0.00332
9.63588, -0.02783, -0.03255, 6.10344E-4, 0.00338
9.6385, -0.0279, -0.03306, 6.27964E-4, 0.00336
9.64113, -0.02805, -0.03365, 6.33426E-4, 0.00333
9.64375, -0.02796, -0.03433, 6.46317E-4, 0.00328
9.64638, -0.02816, -0.03506, 6.5826E-4, 0.00318
9.649, -0.02855, -0.0356, 5.43739E-4, 0.00307
9.65162, -0.02883, -0.03595, 3.93562E-4, 0.003
9.65425, -0.02896, -0.03628, 2.39268E-4, 0.00303
9.65687, -0.02903, -0.03644, 6.49774E-5, 0.00303
9.6595, -0.02903, -0.03666, -1.31915E-4, 0.00313
9.66212, -0.02882, -0.03693, -2.39085E-4, 0.00326
9.66475, -0.02853, -0.03738, -3.13515E-4, 0.00344
9.66737, -0.02826, -0.03783, -3.57942E-4, 0.00355
9.67, -0.02801, -0.03838, -3.98387E-4, 0.0037
9.67263, -0.02768, -0.0391, -3.74984E-4, 0.0039
9.67525, -0.02744, -0.0399, -2.83674E-4, 0.00402
9.67788, -0.02733, -0.04071, -1.73426E-4, 0.00405
9.6805, -0.02723, -0.04159, -1.14174E-4, 0.00407
9.68313, -0.02731, -0.04241, -4.37569E-5, 0.00407
9.68575, -0.02729, -0.04333, 3.10544E-5, 0.00403
9.68838, -0.02761, -0.04391, 2.68317E-5, 0.00394
9.691, -0.02778, -0.0445, -4.95074E-5, 0.00388
9.69363, -0.02796, -0.04487, -1.49704E-4, 0.00388
9.69625, -0.02789, -0.04524, -2.40855E-4, 0.00393
9.69887, -0.02792, -0.04561, -3.36502E-4, 0.00397
9.7015, -0.02767, -0.04587, -3.89626E-4, 0.00408
9.70412, -0.02737, -0.04638, -3.69806E-4, 0.00427
9.70675, -0.02713, -0.04699, -3.05096E-4, 0.00436
9.70937, -0.02688, -0.04754, -2.43035E-4, 0.00445
9.712, -0.02668, -0.04839, -1.8524E-4, 0.00454
9.71462, -0.02677, -0.04922, -4.56211E-5, 0.00454
9.71725, -0.02692, -0.04985, -8.30802E-6, 0.00452
9.71988, -0.02707, -0.05047, -2.51684E-7, 0.00456
9.7225, -0.0272, -0.051, 5.96177E-5, 0.00467
9.72513, -0.02737, -0.05145, 1.37914E-4, 0.00472
9.72775, -0.02735, -0.05193, 2.79186E-4, 0.00478
9.73038, -0.0273, -0.05252, 4.84547E-4, 0.0048
9.733, -0.02735, -0.05314, 6.84626E-4, 0.00467
9.73563, -0.02744, -0.05373, 8.20066E-4, 0.00455
9.73825, -0.02754, -0.05424, 8.47944E-4, 0.00441
9.74088, -0.02758, -0.05485, 9.24207E-4, 0.00428
9.7435, -0.02771, -0.05545, 0.001, 0.00411
9.74612, -0.02804, -0.05603, 9.69414E-4, 0.00391
9.74875, -0.02834, -0.05638, 8.32885E-4, 0.00373
9.75137, -0.02846, -0.05657, 6.78184E-4, 0.00368
9.754, -0.02847, -0.05685, 5.98467E-4, 0.00369
9.75662, -0.02853, -0.05745, 5.81072E-4, 0.00367
9.75925, -0.02859, -0.05793, 4.43846E-4, 0.00363
9.76187, -0.02853, -0.05847, 3.79235E-4, 0.00372
9.7645, -0.02869, -0.05904, 4.09275E-4, 0.00376
9.76713, -0.02872, -0.0597, 3.9525E-4, 0.00372
9.76975, -0.02883, -0.06013, 4.0523E-4, 0.00378
9.77238, -0.02883, -0.06065, 5.3149E-4, 0.00379
9.775, -0.02895, -0.06128, 6.34409E-4, 0.00364
9.77763, -0.02906, -0.06183, 5.74422E-4, 0.0035
9.78025, -0.02896, -0.06228, 5.31243E-4, 0.00343
9.78288, -0.029, -0.0628, 5.29716E-4, 0.00337
9.7855, -0.02892, -0.06335, 5.13683E-4, 0.00325
9.78813, -0.02904, -0.06402, 4.6018E-4, 0.0031
9.79075, -0.02917, -0.06451, 3.12256E-4, 0.00302
9.79337, -0.02937, -0.06497, 1.7826E-4, 0.00301
9.796, -0.02953, -0.06536, 1.04269E-4, 0.00303
9.79862, -0.02943, -0.06564, 3.33856E-5, 0.00302
9.80125, -0.02939, -0.06615, 7.49719E-6, 0.00301
9.80387, -0.02942, -0.06658, -4.21039E-5, 0.00298
9.8065, -0.02926, -0.06716, -1.12914E-4, 0.00298
9.80912, -0.02922, -0.06779, -9.97709E-5, 0.00299
9.81175, -0.0292, -0.06824, -1.13546E-4, 0.0029
9.81438, -0.02893, -0.06883, -1.6771E-4, 0.00281
9.817, -0.02899, -0.06945, -2.63256E-4, 0.00274
9.81963, -0.0289, -0.06992, -3.62756E-4, 0.00268
9.82225, -0.029, -0.07052, -4.87478E-4, 0.00259
9.82488, -0.02904, -0.07076, -7.40658E-4, 0.00255
9.8275, -0.02867, -0.07111, -9.2357E-4, 0.00268
9.83013, -0.02847, -0.07164, -0.00101, 0.00278
9.83275, -0.02857, -0.07221, -0.0011, 0.00285
9.83538, -0.0285, -0.07264, -0.00119, 0.00294
9.838, -0.02835, -0.07315, -0.00122, 0.00303
9.84062, -0.02835, -0.07402, -0.00127, 0.0031
9.84325, -0.02854, -0.07472, -0.00133, 0.00318
9.84587, -0.02853, -0.07535, -0.00133, 0.00329
9.8485, -0.02873, -0.0759, -0.00131, 0.00333
9.85112, -0.02909, -0.07632, -0.0013, 0.00333
9.85375, -0.0292, -0.07669, -0.00134, 0.00335
9.85637, -0.02899, -0.07708, -0.00135, 0.00344
9.859, -0.02906, -0.07773, -0.00133, 0.00344
9.86163, -0.02918, -0.07839, -0.00141, 0.00347
9.86425, -0.02923, -0.07882, -0.00143, 0.00354
9.86688, -0.02932, -0.07933, -0.00142, 0.00361
9.8695, -0.02926, -0.08004, -0.00139, 0.00367
9.87213, -0.02942, -0.08062, -0.00138, 0.00368
9.87475, -0.02949, -0.0814, -0.00135, 0.00366
9.87738, -0.02966, -0.08213, -0.00141, 0.00363
9.88, -0.02987, -0.08272, -0.00143, 0.00367
9.88263, -0.03016, -0.08328, -0.00154, 0.00373
9.88525, -0.03032, -0.0836, -0.00157, 0.00382
9.88787, -0.03047, -0.08391, -0.00155, 0.00393
9.8905, -0.03052, -0.08448, -0.00149, 0.00398
9.89312, -0.03057, -0.08482, -0.00149, 0.00411
9.89575, -0.03038, -0.08543, -0.00134, 0.00418
9.89837, -0.03031, -0.08606, -0.00111, 0.00413
9.901, -0.03049, -0.08691, -0.00106, 0.00391
9.90362, -0.03065, -0.08754, -0.00118, 0.00384
9.90625, -0.03071, -0.08805, -0.00123, 0.00389
9.90888, -0.03073, -0.08855, -0.00122, 0.00392
9.9115, -0.03077, -0.08916, -0.00119, 0.00391
9.91413, -0.03084, -0.08971, -0.00113, 0.00388
9.91675, -0.03098, -0.09027, -0.00109, 0.00374
9.91938, -0.03108, -0.09076, -0.00122, 0.00364
9.922, -0.03122, -0.09115, -0.00135, 0.00366
9.92463, -0.03155, -0.09158, -0.0014, 0.0037
9.92725, -0.03152, -0.09181, -0.00145, 0.00375
9.92987, -0.03148, -0.09217, -0.00145, 0.0038
9.9325, -0.03152, -0.09258, -0.00154, 0.00381
9.93512, -0.03142, -0.0929, -0.00156, 0.00388
9.93775, -0.03109, -0.09332, -0.00158, 0.00396
9.94037, -0.03088, -0.09391, -0.00158, 0.00404
9.943, -0.03078, -0.09425, -0.00153, 0.00412
9.94562, -0.03057, -0.09515, -0.00143, 0.00417
9.94825, -0.03079, -0.096, -0.00138, 0.00415
9.95087, -0.03071, -0.09683, -0.00132, 0.00413
9.9535, -0.03104, -0.09744, -0.00129, 0.00408
9.95613, -0.03129, -0.09811, -0.00129, 0.00404
9.95875, -0.03134, -0.09868, -0.00127, 0.00402
9.96138, -0.03163, -0.09904, -0.00128, 0.00393
9.964, -0.03192, -0.09942, -0.00139, 0.00387
9.96663, -0.03205, -0.09968, -0.00147, 0.00393
9.96925, -0.03216, -0.10016, -0.00152, 0.00396
9.97188, -0.03201, -0.10061, -0.00152, 0.00404
9.9745, -0.03207, -0.10124, -0.00148, 0.00409
9.97712, -0.03214, -0.10197, -0.00144, 0.00411
9.97975, -0.03237, -0.10251, -0.00143, 0.00411
9.98237, -0.03278, -0.10312, -0.00146, 0.00414
9.985, -0.03287, -0.10358, -0.00142, 0.00416
9.98762, -0.03293, -0.10409, -0.00141, 0.00416
9.99025, -0.03286, -0.10462, -0.00137, 0.00419
