# Freiraum-Messung des XBandAbsorbers mit 30 und 300 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
3.178, -0.851, 0.43651, 0.022, 0.01173
3.1825, -0.85332, 0.4348, 0.02325, 0.00922
3.187, -0.8511, 0.43197, 0.02456, 0.00561
3.1915, -0.85169, 0.42781, 0.02563, 0.00176
3.196, -0.85318, 0.42014, 0.0244, -0.00284
3.2005, -0.85979, 0.41905, 0.02296, -0.00636
3.205, -0.86587, 0.42048, 0.01955, -0.00942
3.2095, -0.86597, 0.42178, 0.01547, -0.01138
3.214, -0.86597, 0.42097, 0.01252, -0.01147
3.2185, -0.87048, 0.42108, 0.01005, -0.01099
3.223, -0.87466, 0.42497, 0.00703, -0.01063
3.2275, -0.87284, 0.43052, 0.00505, -0.0093
3.232, -0.8693, 0.42998, 0.00379, -0.00834
3.2365, -0.86744, 0.43167, 0.00323, -0.00686
3.241, -0.86554, 0.43531, 0.00303, -0.00575
3.2455, -0.86368, 0.43762, 0.00299, -0.00571
3.25, -0.86354, 0.43673, 0.00129, -0.00518
3.2545, -0.86529, 0.43688, 0.00105, -0.00516
3.259, -0.86666, 0.44072, -1.79744E-4, -0.005
3.2635, -0.86641, 0.44348, -0.00218, -0.00502
3.268, -0.86432, 0.44246, -0.00388, -0.00315
3.2725, -0.86494, 0.44293, -0.00556, -0.00172
3.277, -0.86501, 0.44813, -0.00654, 9.49594E-4
3.2815, -0.85878, 0.45276, -0.00736, 0.00474
3.286, -0.85496, 0.45296, -0.00615, 0.00774
3.2905, -0.85732, 0.45443, -0.00439, 0.01217
3.295, -0.85199, 0.45667, 2.26968E-4, 0.01552
3.2995, -0.84522, 0.45504, 0.00559, 0.01591
3.304, -0.84526, 0.44996, 0.01011, 0.01279
3.3085, -0.84598, 0.44524, 0.01274, 0.0098
3.313, -0.84808, 0.44748, 0.01434, 0.00607
3.3175, -0.84761, 0.45058, 0.01387, 0.00262
3.322, -0.8449, 0.44999, 0.01227, -3.4689E-4
3.3265, -0.84835, 0.44764, 0.01028, -0.00278
3.331, -0.85073, 0.45204, 0.00741, -0.00319
3.3355, -0.84753, 0.45882, 0.0048, -0.00233
3.34, -0.8455, 0.45695, 0.00394, -7.92589E-4
3.3445, -0.84437, 0.45488, 0.00291, 7.23561E-4
3.349, -0.84423, 0.4583, 0.00302, 0.00263
3.3535, -0.83909, 0.46199, 0.00389, 0.00356
3.358, -0.83541, 0.46074, 0.00474, 0.00433
3.3625, -0.83518, 0.45894, 0.00642, 0.00492
3.367, -0.83294, 0.45818, 0.00866, 0.00556
3.3715, -0.83012, 0.45741, 0.01038, 0.00416
3.376, -0.83173, 0.45644, 0.01226, 0.00296
3.3805, -0.83393, 0.4519, 0.01276, 0.0011
3.385, -0.83458, 0.44936, 0.01385, -0.00158
3.3895, -0.83318, 0.44712, 0.01354, -0.00493
3.394, -0.83609, 0.44261, 0.01217, -0.00743
3.3985, -0.84208, 0.44045, 0.00958, -0.00985
3.403, -0.85018, 0.4435, 0.00668, -0.01167
3.4075, -0.85325, 0.44849, 0.00328, -0.01303
3.412, -0.85435, 0.45323, -0.00148, -0.012
3.4165, -0.85598, 0.45813, -0.00584, -0.00959
3.421, -0.85902, 0.46532, -0.0079, -0.00598
3.4255, -0.85102, 0.47179, -0.00919, -0.00182
3.43, -0.84382, 0.47325, -0.00819, 0.00228
3.4345, -0.83953, 0.47155, -0.00578, 0.00534
3.439, -0.84108, 0.47398, -0.00247, 0.00656
3.4435, -0.83598, 0.47631, -7.69909E-4, 0.0064
3.448, -0.83234, 0.47509, 5.21286E-4, 0.00654
3.4525, -0.8326, 0.46948, 0.00149, 0.00614
3.457, -0.83313, 0.4683, 0.00265, 0.00567
3.4615, -0.83159, 0.47235, 0.00316, 0.00558
3.466, -0.82657, 0.47072, 0.00395, 0.00504
3.4705, -0.82674, 0.46876, 0.00465, 0.00459
3.475, -0.82699, 0.47137, 0.00468, 0.00379
3.4795, -0.82492, 0.47311, 0.0043, 0.00357
3.484, -0.82266, 0.47718, 0.00474, 0.00381
3.4885, -0.82176, 0.47407, 0.00585, 0.00301
3.493, -0.82267, 0.47184, 0.00634, 0.00305
3.4975, -0.82293, 0.47224, 0.0063, 0.00285
3.502, -0.82217, 0.47198, 0.00669, 0.00223
3.5065, -0.82398, 0.46926, 0.00739, 0.00152
3.511, -0.82773, 0.46965, 0.00788, 0.00106
3.5155, -0.82923, 0.47074, 0.00795, -0.0012
3.52, -0.83085, 0.47144, 0.00781, -0.00307
3.5245, -0.83869, 0.47124, 0.00658, -0.00484
3.529, -0.84172, 0.47424, 0.00459, -0.00621
3.5335, -0.84227, 0.48035, 0.00148, -0.00581
3.538, -0.84014, 0.48414, -9.1377E-4, -0.00476
3.5425, -0.84057, 0.48812, -0.0032, -0.00293
3.547, -0.83666, 0.49202, -0.00386, -0.00135
3.5515, -0.8314, 0.49499, -0.00379, 0.0011
3.556, -0.82661, 0.496, -0.00337, 0.00331
3.5605, -0.82486, 0.49313, -0.00228, 0.00444
3.565, -0.82439, 0.49538, -2.64358E-4, 0.00634
3.5695, -0.82247, 0.49697, 0.00194, 0.00625
3.574, -0.81974, 0.49621, 0.00319, 0.00551
3.5785, -0.81931, 0.49491, 0.00436, 0.00465
3.583, -0.82009, 0.49866, 0.00474, 0.00339
3.5875, -0.81836, 0.50072, 0.00469, 0.00172
3.592, -0.81776, 0.50094, 0.00412, 0.00107
3.5965, -0.81632, 0.50132, 0.00222, 0.00104
3.601, -0.81597, 0.50276, 0.00224, 0.00222
3.6055, -0.8135, 0.50566, 0.00234, 0.00211
3.61, -0.81223, 0.50566, 0.00283, 0.00279
3.6145, -0.81119, 0.50406, 0.00282, 0.00299
3.619, -0.81177, 0.50007, 0.0029, 0.00223
3.6235, -0.81498, 0.50048, 0.00319, 0.00175
3.628, -0.81586, 0.50248, 0.00223, 0.00226
3.6325, -0.81731, 0.50268, 0.00287, 0.00259
3.637, -0.82408, 0.5035, 0.00311, 0.00263
3.6415, -0.82513, 0.50925, 0.00294, 0.00268
3.646, -0.821, 0.51439, 0.0025, 0.00279
3.6505, -0.8184, 0.51555, 0.00252, 0.00353
3.655, -0.81579, 0.51756, 0.00316, 0.00418
3.6595, -0.81351, 0.51964, 0.00378, 0.00389
3.664, -0.8094, 0.52077, 0.00378, 0.0037
3.6685, -0.80634, 0.52003, 0.00472, 0.00448
3.673, -0.80544, 0.52129, 0.00505, 0.00408
3.6775, -0.80352, 0.52563, 0.00604, 0.0037
3.682, -0.7995, 0.5285, 0.006, 0.00373
3.6865, -0.79759, 0.52759, 0.00659, 0.00358
3.691, -0.7978, 0.53177, 0.00687, 0.00292
3.6955, -0.79718, 0.53435, 0.00706, 0.00198
3.7, -0.78972, 0.53349, 0.00805, 0.00206
3.7045, -0.78504, 0.53012, 0.00861, 0.00142
3.709, -0.78528, 0.52911, 0.0091, -2.69908E-5
3.7135, -0.78493, 0.5315, 0.00862, -0.00215
3.718, -0.78393, 0.53147, 0.00718, -0.0036
3.7225, -0.78482, 0.52871, 0.00557, -0.00411
3.727, -0.78782, 0.52828, 0.00449, -0.00379
3.7315, -0.78907, 0.53143, 0.00325, -0.003
3.736, -0.79101, 0.53211, 0.00292, -0.00268
3.7405, -0.7895, 0.53096, 0.00284, -0.00259
3.745, -0.789, 0.53198, 0.00291, -0.00315
3.7495, -0.79038, 0.5362, 0.00205, -0.00293
3.754, -0.78822, 0.53895, 9.82518E-4, -0.00296
3.7585, -0.78577, 0.54022, 4.65556E-4, -0.00211
3.763, -0.7867, 0.54253, 2.1686E-4, -8.81226E-4
3.7675, -0.78435, 0.54521, 6.24912E-4, 3.49599E-4
3.772, -0.78079, 0.5462, 5.26157E-4, 9.70484E-4
3.7765, -0.77577, 0.54507, 7.02587E-4, 0.00121
3.781, -0.77277, 0.54522, 0.00167, 0.00152
3.7855, -0.76957, 0.54658, 0.00183, 0.00159
3.79, -0.76794, 0.54785, 0.00208, 0.00147
3.7945, -0.766, 0.54754, 0.00265, 0.00139
3.799, -0.76686, 0.54875, 0.00216, 0.00141
3.8035, -0.76807, 0.55268, 0.00255, 0.00221
3.808, -0.76588, 0.55319, 0.00277, 0.00264
3.8125, -0.76295, 0.55083, 0.00452, 0.00334
3.817, -0.76163, 0.54911, 0.00618, 0.00341
3.8215, -0.76004, 0.54916, 0.00717, 0.00198
3.826, -0.75845, 0.54959, 0.00782, -1.37813E-4
3.8305, -0.75806, 0.54844, 0.00828, -0.00222
3.835, -0.7598, 0.54718, 0.00701, -0.00349
3.8395, -0.76466, 0.54853, 0.00576, -0.00476
3.844, -0.76419, 0.55118, 0.00346, -0.00528
3.8485, -0.76291, 0.55312, 0.00278, -0.00441
3.853, -0.76292, 0.55372, 0.00178, -0.00434
3.8575, -0.76142, 0.55722, 0.00113, -0.0043
3.862, -0.75985, 0.56205, 5.698E-4, -0.00316
3.8665, -0.75877, 0.56539, -8.29353E-4, -0.00277
3.871, -0.75281, 0.56663, -5.40288E-4, -0.00191
3.8755, -0.74922, 0.56747, -0.00108, -7.21776E-4
3.88, -0.74637, 0.56919, 1.20428E-4, 4.93939E-4
3.8845, -0.74234, 0.56992, 1.75278E-4, 9.96899E-4
3.889, -0.73882, 0.56926, 8.81378E-4, 4.62447E-4
3.8935, -0.73624, 0.57011, 0.00161, 0.00111
3.898, -0.73281, 0.56942, 0.00194, 6.85876E-4
3.9025, -0.7292, 0.56911, 0.00192, 2.4713E-4
3.907, -0.72605, 0.56756, 0.00266, -1.87615E-4
3.9115, -0.72621, 0.56741, 0.00281, -0.00103
3.916, -0.72476, 0.5674, 0.00248, -0.00186
3.9205, -0.72522, 0.5663, 0.00168, -0.0016
3.925, -0.72342, 0.56416, 6.6758E-4, -0.00163
3.9295, -0.72428, 0.56292, -3.38143E-4, -0.00112
3.934, -0.72466, 0.56615, -2.20928E-4, -1.56102E-4
3.9385, -0.72189, 0.56533, -1.24743E-4, 0.00156
3.943, -0.72132, 0.56548, 6.84276E-4, 0.00189
3.9475, -0.72138, 0.56533, 0.00202, 0.00102
3.952, -0.72071, 0.56516, 0.00254, 2.85853E-4
3.9565, -0.72458, 0.56656, 0.00271, -1.74195E-4
3.961, -0.72541, 0.56513, 0.00259, -5.13759E-4
3.9655, -0.72418, 0.56726, 0.00161, -8.58627E-4
3.97, -0.72384, 0.57052, 0.00165, -0.00103
3.9745, -0.72195, 0.57126, 0.00122, -0.00125
3.979, -0.71949, 0.57144, 0.00121, -6.84447E-4
3.9835, -0.72001, 0.57317, 0.00161, -7.09088E-4
3.988, -0.71732, 0.57405, 0.00161, -8.84361E-4
3.9925, -0.71563, 0.57616, 0.00114, -9.79984E-4
3.997, -0.71437, 0.57523, 8.49984E-4, -0.00118
4.0015, -0.71294, 0.57702, 0.00125, -7.91188E-4
4.006, -0.71037, 0.57838, 6.76135E-4, -7.86719E-4
4.0105, -0.70885, 0.57923, 5.50042E-4, -8.49287E-4
4.015, -0.7075, 0.58092, 5.91846E-4, -8.83546E-4
4.0195, -0.70532, 0.58228, 7.03816E-4, -4.48032E-4
4.024, -0.7034, 0.58317, 9.4217E-4, 6.93369E-4
4.0285, -0.69871, 0.58321, 4.47386E-4, -7.49467E-5
4.033, -0.69707, 0.58156, 0.00178, -8.67756E-4
4.0375, -0.69626, 0.58136, 0.00124, -0.00162
4.042, -0.69511, 0.58251, 8.10972E-4, -0.00261
4.0465, -0.69299, 0.58436, -8.76035E-5, -0.00262
4.051, -0.69211, 0.58396, -0.00142, -0.0032
4.0555, -0.69336, 0.5833, -0.00297, -0.00202
4.06, -0.69283, 0.58597, -0.00367, -0.00131
4.0645, -0.68918, 0.58592, -0.00352, -2.16577E-5
4.069, -0.68466, 0.58505, -0.00391, 0.00157
4.0735, -0.68359, 0.58516, -0.00292, 0.00283
4.078, -0.68046, 0.58681, -0.00222, 0.00368
4.0825, -0.68062, 0.58766, -6.95256E-4, 0.0036
4.087, -0.67895, 0.58476, -1.92662E-4, 0.00314
4.0915, -0.67701, 0.58489, -4.80777E-4, 0.00308
4.096, -0.67648, 0.58516, 6.37321E-6, 0.00318
4.1005, -0.67435, 0.58618, -1.32623E-4, 0.00316
4.105, -0.67334, 0.58697, 8.15537E-6, 0.00271
4.1095, -0.67107, 0.58758, 9.27607E-4, 0.00403
4.114, -0.6671, 0.58899, 0.00115, 0.00416
4.1185, -0.66337, 0.5885, 0.00193, 0.00404
4.123, -0.66107, 0.5878, 0.0029, 0.00367
4.1275, -0.65902, 0.58594, 0.00368, 0.00344
4.132, -0.65581, 0.58695, 0.00415, 0.00243
4.1365, -0.65429, 0.58417, 0.00474, 0.00197
4.141, -0.653, 0.5823, 0.00481, 5.35509E-4
4.1455, -0.65301, 0.57977, 0.00432, -5.58944E-4
4.15, -0.65438, 0.57803, 0.00325, -0.00125
4.1545, -0.65626, 0.57811, 0.00232, -7.43919E-4
4.159, -0.65769, 0.57854, 0.00178, -9.69109E-4
4.1635, -0.65918, 0.5794, 0.00167, -9.06141E-4
4.168, -0.66056, 0.58344, 0.0014, -0.00128
4.1725, -0.66394, 0.58687, 0.00112, -8.91758E-4
4.177, -0.66195, 0.5873, 4.30912E-4, -9.22372E-4
4.1815, -0.65762, 0.59077, 3.12136E-4, -9.76377E-4
4.186, -0.65357, 0.59196, 2.98726E-4, -5.23532E-4
4.1905, -0.64908, 0.59185, -1.501E-4, -4.17093E-4
4.195, -0.64777, 0.59256, -1.91526E-4, 1.81797E-4
4.1995, -0.64544, 0.59208, -3.12507E-4, 3.49496E-4
4.204, -0.64311, 0.59039, -9.00696E-4, 8.72273E-4
4.2085, -0.64128, 0.5893, -8.61852E-4, 0.00147
4.213, -0.63954, 0.58843, -1.67307E-4, 0.00175
4.2175, -0.63853, 0.58888, 1.34299E-4, 0.00164
4.222, -0.63786, 0.59023, 1.92437E-4, 0.0015
4.2265, -0.63609, 0.59067, 1.62433E-4, 0.00158
4.231, -0.63441, 0.59155, 2.72902E-4, 0.00176
4.2355, -0.63141, 0.59424, 2.2895E-4, 0.00228
4.24, -0.62845, 0.59384, 3.17159E-4, 0.00252
4.2445, -0.62704, 0.59317, 6.29518E-4, 0.00261
4.249, -0.62556, 0.59229, 0.00103, 0.003
4.2535, -0.62376, 0.59147, 0.00156, 0.00322
4.258, -0.62297, 0.59172, 0.00147, 0.00287
4.2625, -0.62286, 0.5913, 0.00201, 0.00276
4.267, -0.62266, 0.59152, 0.00234, 0.00249
4.2715, -0.62237, 0.59254, 0.00241, 0.00193
4.276, -0.62079, 0.59393, 0.00189, 0.00221
4.2805, -0.61861, 0.59464, 0.00234, 0.0028
4.285, -0.61906, 0.59571, 0.0026, 0.00258
4.2895, -0.61519, 0.59435, 0.0027, 0.00265
4.294, -0.61147, 0.59144, 0.00303, 0.00257
4.2985, -0.60988, 0.58971, 0.00338, 0.00228
4.303, -0.60773, 0.58852, 0.00358, 0.00209
4.3075, -0.60671, 0.58575, 0.00355, 0.00198
4.312, -0.60654, 0.58422, 0.00361, 0.00159
4.3165, -0.60614, 0.58404, 0.0035, 0.00152
4.321, -0.60587, 0.58343, 0.00391, 0.00143
4.3255, -0.60551, 0.58343, 0.00476, 0.00163
4.33, -0.60595, 0.58316, 0.00524, 2.84344E-4
4.3345, -0.60521, 0.58416, 0.00527, 4.93448E-4
4.339, -0.60398, 0.5852, 0.00526, -1.72028E-4
4.3435, -0.60142, 0.58603, 0.00552, -5.32986E-4
4.348, -0.60028, 0.58796, 0.00509, -0.00188
4.3525, -0.60031, 0.58778, 0.00438, -0.00238
4.357, -0.59879, 0.58606, 0.00387, -0.00265
4.3615, -0.59841, 0.58565, 0.00273, -0.00313
4.366, -0.59861, 0.58664, 0.00228, -0.00309
4.3705, -0.59931, 0.58745, 0.00113, -0.00273
4.375, -0.59892, 0.58855, 8.36055E-4, -0.00254
4.3795, -0.59898, 0.59118, 8.85255E-5, -0.00199
4.384, -0.59699, 0.59268, 1.90262E-4, -0.00107
4.3885, -0.59553, 0.59439, 3.15084E-4, -7.18375E-4
4.393, -0.59283, 0.59503, 5.09783E-4, -8.75126E-4
4.3975, -0.59271, 0.5945, 6.95097E-4, -2.46268E-4
4.402, -0.59096, 0.59394, 9.56533E-4, 9.09603E-5
4.4065, -0.58808, 0.59357, 0.00107, 5.53092E-4
4.411, -0.58628, 0.59299, 0.00174, 2.66772E-4
4.4155, -0.5858, 0.59257, 0.0015, -2.98869E-4
4.42, -0.58406, 0.59489, 0.00119, 6.15606E-5
4.4245, -0.58125, 0.59556, 0.0016, 4.87317E-5
4.429, -0.57977, 0.5966, 0.00135, 5.64169E-4
4.4335, -0.57645, 0.59659, 0.00187, 5.67973E-4
4.438, -0.57284, 0.59858, 0.00228, 6.4295E-4
4.4425, -0.57054, 0.59754, 0.0026, 2.69797E-4
4.447, -0.56835, 0.59656, 0.00252, -2.29443E-4
4.4515, -0.56672, 0.59608, 0.00302, -3.85622E-4
4.456, -0.56615, 0.596, 0.0035, -8.88025E-4
4.4605, -0.56418, 0.59528, 0.00342, -0.00168
4.465, -0.56344, 0.59298, 0.00328, -0.00287
4.4695, -0.56308, 0.59232, 0.00225, -0.00364
4.474, -0.5628, 0.59217, 0.00141, -0.00381
4.4785, -0.56229, 0.59325, 1.62483E-4, -0.00424
4.483, -0.56157, 0.59403, -9.8984E-4, -0.00337
4.4875, -0.56262, 0.59437, -0.00174, -0.00191
4.492, -0.56039, 0.59528, -0.00158, -6.60645E-4
4.4965, -0.55771, 0.59588, -0.00122, 2.88398E-4
4.501, -0.55692, 0.59552, -1.99738E-4, 4.47252E-4
4.5055, -0.55494, 0.59382, 2.35401E-4, -1.48874E-4
4.51, -0.55168, 0.59218, 2.87645E-4, -7.1693E-4
4.5145, -0.55065, 0.5897, 4.28248E-4, -4.25497E-4
4.519, -0.55073, 0.58714, -2.82654E-4, -0.0011
4.5235, -0.54849, 0.58582, 2.61003E-4, -0.001
4.528, -0.54886, 0.58607, 4.02293E-5, -7.114E-4
4.5325, -0.54722, 0.58591, -1.3384E-4, -6.95327E-4
4.537, -0.54603, 0.58686, -1.33295E-4, -8.01488E-4
4.5415, -0.54401, 0.58875, -6.54721E-4, -5.86926E-4
4.546, -0.54315, 0.5918, -5.36472E-4, -5.11579E-4
4.5505, -0.54147, 0.59087, -8.8021E-4, -4.36904E-4
4.555, -0.53968, 0.58928, -0.00124, -1.76586E-4
4.5595, -0.53783, 0.58769, -0.00148, 6.42675E-4
4.564, -0.53548, 0.58848, -7.13712E-4, 3.32596E-4
4.5685, -0.53533, 0.58899, -5.12805E-4, 9.84093E-4
4.573, -0.53455, 0.58908, 7.19207E-5, 0.00109
4.5775, -0.53395, 0.58947, 2.19465E-4, 9.3258E-4
4.582, -0.53331, 0.58892, 4.47E-4, 5.79793E-4
4.5865, -0.53253, 0.58897, 7.26226E-4, -1.344E-4
4.591, -0.53272, 0.58988, 6.71257E-4, -6.43931E-4
4.5955, -0.53321, 0.59177, -3.24654E-4, -6.86622E-4
4.6, -0.53436, 0.59322, -7.43194E-4, -8.58091E-4
4.6045, -0.53209, 0.59242, -0.00139, -2.00594E-4
4.609, -0.52751, 0.59275, -0.0017, 8.31896E-4
4.6135, -0.52384, 0.59281, -0.00142, 0.00163
4.618, -0.52089, 0.59216, -6.84497E-4, 0.00215
4.6225, -0.51881, 0.59075, 1.23449E-5, 0.0025
4.627, -0.51736, 0.58896, 5.22265E-4, 0.00286
4.6315, -0.51637, 0.58742, 0.00156, 0.00246
4.636, -0.51467, 0.58686, 0.00187, 0.00162
4.6405, -0.51422, 0.58536, 0.00221, 0.00114
4.645, -0.51308, 0.58456, 0.00212, 8.55128E-4
4.6495, -0.51151, 0.58495, 0.00167, 5.37707E-4
4.654, -0.50902, 0.58494, 0.00144, -5.18558E-5
4.6585, -0.50723, 0.5842, 0.00118, -3.46747E-4
4.663, -0.50602, 0.5858, 5.12015E-4, -5.96035E-4
4.6675, -0.50514, 0.58559, -2.1022E-4, -4.12672E-4
4.672, -0.50314, 0.58496, -3.12548E-4, 1.48137E-4
4.6765, -0.50159, 0.58326, -3.43924E-4, 8.87639E-4
4.681, -0.50055, 0.58304, 1.92892E-4, 0.00116
4.6855, -0.50037, 0.58257, 4.41332E-4, 0.00132
4.69, -0.49991, 0.58294, 0.00131, 0.00159
4.6945, -0.49861, 0.58242, 0.00165, 0.00115
4.699, -0.49893, 0.58285, 0.00118, 5.34885E-4
4.7035, -0.4989, 0.5839, 0.0016, -3.33684E-4
4.708, -0.50024, 0.58564, 7.59806E-4, -4.04409E-4
4.7125, -0.49847, 0.58481, -2.05539E-5, -6.57108E-4
4.717, -0.49556, 0.58327, -7.69226E-4, -2.57158E-4
4.7215, -0.49387, 0.58317, -0.00107, -2.22028E-4
4.726, -0.49115, 0.58457, -0.00119, 9.51682E-4
4.7305, -0.48916, 0.58503, -0.00129, 0.00184
4.735, -0.48554, 0.58549, -5.26672E-4, 0.00255
4.7395, -0.48305, 0.58425, 2.06533E-6, 0.00308
4.744, -0.48185, 0.58361, 0.00127, 0.00368
4.7485, -0.48059, 0.58116, 0.00173, 0.00296
4.753, -0.4766, 0.57833, 0.00269, 0.00261
4.7575, -0.47602, 0.57536, 0.00265, 0.00225
4.762, -0.47428, 0.57389, 0.0029, 0.00161
4.7665, -0.47228, 0.57312, 0.00359, 0.00145
4.771, -0.47192, 0.57369, 0.00317, 7.07959E-4
4.7755, -0.47304, 0.57473, 0.00325, 2.46951E-4
4.78, -0.47434, 0.5749, 0.00325, -3.32328E-4
4.7845, -0.47479, 0.57427, 0.00291, -7.37543E-4
4.789, -0.47507, 0.57409, 0.00258, -0.00194
4.7935, -0.4749, 0.57459, 0.00125, -0.00204
4.798, -0.47399, 0.57613, 7.13438E-4, -0.00184
4.8025, -0.47179, 0.57791, 7.16588E-5, -0.00177
4.807, -0.46913, 0.57869, -1.26454E-4, -4.86864E-4
4.8115, -0.46703, 0.57972, -1.97919E-4, -5.04225E-4
4.816, -0.46415, 0.58024, 3.22673E-4, 1.50931E-5
4.8205, -0.46181, 0.58059, 1.09543E-4, -1.9807E-6
4.825, -0.46087, 0.57953, 1.06619E-5, 1.64764E-4
4.8295, -0.45892, 0.57664, 4.49899E-5, 1.23471E-4
4.834, -0.45686, 0.5737, -5.04593E-7, 6.08688E-4
4.8385, -0.45485, 0.5703, 1.68159E-4, 3.21111E-4
4.843, -0.45372, 0.56872, 2.00682E-4, 8.17249E-4
4.8475, -0.45354, 0.56768, 7.81322E-5, 9.86321E-4
4.852, -0.45369, 0.5666, 3.22241E-4, 0.00155
4.8565, -0.4542, 0.56652, 8.52403E-4, 0.00146
4.861, -0.45458, 0.56569, 0.00121, 0.00116
4.8655, -0.45332, 0.5642, 0.0018, 9.81147E-4
4.87, -0.45131, 0.56402, 0.00187, 9.05359E-4
4.8745, -0.44795, 0.56333, 0.00184, 3.92065E-4
4.879, -0.44445, 0.56216, 0.00192, -4.94808E-5
4.8835, -0.44213, 0.56238, 0.00191, -2.28851E-4
4.888, -0.44083, 0.56434, 0.00142, -5.19926E-4
4.8925, -0.44038, 0.56358, 9.18896E-4, -2.56535E-4
4.897, -0.44021, 0.56095, 0.00112, -4.52495E-4
4.9015, -0.44047, 0.55815, 9.89299E-4, -6.94909E-4
4.906, -0.44154, 0.55579, 9.33868E-4, -0.00106
4.9105, -0.44069, 0.55631, 2.92717E-4, -0.00132
4.915, -0.4402, 0.5568, -5.7231E-4, -0.00118
4.9195, -0.4396, 0.55723, -6.00007E-4, -6.30876E-4
4.924, -0.43901, 0.5588, -7.57885E-4, -3.78546E-4
4.9285, -0.43766, 0.56099, -7.28712E-4, -2.0022E-5
4.933, -0.43564, 0.56213, -9.39163E-4, 4.04798E-4
4.9375, -0.43426, 0.56175, -5.72681E-4, 7.21364E-4
4.942, -0.43493, 0.56133, -3.62314E-4, 8.50821E-4
4.9465, -0.43244, 0.55898, -3.16905E-4, 0.00117
4.951, -0.4295, 0.55678, -1.15408E-4, 0.00134
4.9555, -0.42762, 0.55498, 1.25649E-4, 0.0019
4.96, -0.42775, 0.55364, 8.19376E-4, 0.00169
4.9645, -0.42671, 0.55331, 8.40934E-4, 0.00137
4.969, -0.42695, 0.55284, 0.00111, 0.00101
4.9735, -0.42645, 0.55274, 8.97485E-4, 0.00102
4.978, -0.42586, 0.55307, 0.00111, 8.49873E-4
4.9825, -0.42515, 0.5539, 0.00119, 9.91076E-4
4.987, -0.4239, 0.55381, 0.0015, 6.56037E-4
4.9915, -0.42102, 0.55343, 0.0014, 5.22461E-4
4.996, -0.41848, 0.55253, 0.00149, -8.52747E-5
5.0005, -0.4161, 0.5531, 0.00104, -3.08516E-4
5.005, -0.41478, 0.55201, 7.36351E-4, -3.88984E-4
5.0095, -0.41305, 0.5504, 5.94317E-5, -1.33848E-4
5.014, -0.41244, 0.54985, 4.83987E-6, -1.96012E-4
5.0185, -0.41279, 0.55019, -4.88586E-4, 5.26236E-5
5.023, -0.41191, 0.55088, -8.40218E-4, 4.61897E-4
5.0275, -0.41078, 0.55167, -6.5243E-4, 7.61768E-4
5.032, -0.40942, 0.55211, -2.17884E-4, 0.00147
5.0365, -0.40751, 0.55139, 9.03496E-5, 0.00154
5.041, -0.40544, 0.54998, 5.04742E-4, 0.00184
5.0455, -0.40372, 0.54777, 9.573E-4, 0.00161
5.05, -0.40377, 0.54533, 0.00119, 0.00147
5.0545, -0.40243, 0.54166, 0.00116, 9.90152E-4
5.059, -0.40088, 0.53773, 0.00121, 0.00105
5.0635, -0.40064, 0.53507, 6.44035E-4, 8.64617E-4
5.068, -0.40162, 0.53465, 7.89689E-4, 9.93602E-4
5.0725, -0.40318, 0.53382, 4.86909E-4, 0.00133
5.077, -0.40346, 0.53476, -1.08233E-4, 2.82259E-4
5.0815, -0.40251, 0.53613, 9.04301E-4, 0.00144
5.086, -0.40102, 0.53911, 0.00108, 0.00178
5.0905, -0.40003, 0.53923, 0.00137, 0.00148
5.095, -0.39705, 0.53899, 0.00177, 0.00182
5.0995, -0.39427, 0.53658, 0.00278, 0.00145
5.104, -0.39166, 0.53464, 0.00302, 8.78258E-4
5.1085, -0.39046, 0.53179, 0.0034, 1.18853E-4
5.113, -0.39049, 0.5295, 0.00329, -4.40396E-4
5.1175, -0.39096, 0.52779, 0.00275, -0.00135
5.122, -0.39258, 0.52627, 0.00197, -0.00253
5.1265, -0.39448, 0.52713, 8.43099E-4, -0.00261
5.131, -0.39572, 0.52906, -4.76659E-4, -0.00247
5.1355, -0.3947, 0.53235, -0.00132, -0.00164
5.14, -0.39293, 0.53416, -0.00146, -5.26154E-4
5.1445, -0.39004, 0.53513, -0.00165, 6.33991E-4
5.149, -0.38746, 0.53473, -8.8905E-4, 0.0012
5.1535, -0.38456, 0.533, -4.53044E-4, 0.0015
5.158, -0.38217, 0.53101, 2.93115E-4, 0.00171
5.1625, -0.38337, 0.52832, 9.63837E-4, 0.00165
5.167, -0.38254, 0.52645, 0.00126, 0.00121
5.1715, -0.38164, 0.52515, 0.00121, 4.03968E-4
5.176, -0.38199, 0.52333, 0.00113, 6.03406E-4
5.1805, -0.38101, 0.52306, 8.1645E-4, 7.85066E-4
5.185, -0.38008, 0.52279, 6.58453E-4, 6.29946E-4
5.1895, -0.37877, 0.52286, 7.95694E-4, 6.18969E-4
5.194, -0.37756, 0.52312, 0.00139, 4.95516E-4
5.1985, -0.37595, 0.52393, 0.00108, 3.62284E-4
5.203, -0.37433, 0.5228, 0.00104, 1.4355E-4
5.2075, -0.37363, 0.5218, 7.53504E-4, 9.70001E-6
5.212, -0.37271, 0.52073, 6.89927E-4, 2.27466E-5
5.2165, -0.37299, 0.51996, 2.33245E-4, -1.25809E-4
5.221, -0.37283, 0.51962, -7.59443E-5, 1.25321E-4
